trackIsexplicit,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,songIsLiked
0,362,116,10000,-19228,32,967,623,108,43,79630,1
0,280,65,7000,-21513,32,552,540,115,148,88030,1
0,712,429,9000,-6697,32,669,0,206,508,95959,0
0,817,371,11000,-8767,38,764,0,109,410,115877,1
0,764,360,0,-10589,30,691,1,152,453,100062,0
0,504,306,7000,-10101,91,625,0,282,627,200500,1
0,536,254,7000,-12081,46,389,0,111,305,199739,0
0,728,820,11000,-6198,31,8,0,176,652,124001,0
0,750,676,4000,-6651,28,29,0,74,851,119990,0
0,714,185,9000,-12798,40,660,0,74,413,107213,1
0,735,787,7000,-6176,37,86,0,60,726,128014,1
0,749,651,2000,-8098,33,33,13,155,378,110007,1
0,710,730,9000,-8381,48,293,105,98,729,98015,1
0,702,741,11000,-7537,71,497,0,331,794,120008,1
0,642,600,8000,-8058,33,280,0,94,572,163905,1
0,511,155,7000,-14725,41,862,0,291,329,179968,1
0,804,500,0,-9462,65,535,0,232,534,110058,1
0,743,659,10000,-6755,34,99,0,62,804,114033,1
0,752,510,7000,-7192,30,45,49,380,631,109990,0
0,683,574,11000,-10483,44,562,897,102,110,86656,0
0,658,488,1000,-13082,39,864,899,113,309,112662,1
0,598,326,4000,-13099,79,597,910,157,286,180071,1
0,778,304,0,-15091,48,394,841,162,426,86112,1
0,671,323,9000,-10097,27,318,885,112,215,88025,1
0,766,709,6000,-7680,52,60,946,87,733,154033,1
0,800,414,10000,-8750,66,435,915,115,953,85996,1
0,677,659,8000,-6444,47,198,947,110,345,168051,1
0,752,312,7000,-9948,57,332,864,167,688,180003,1
0,659,231,7000,-11293,40,123,932,113,348,79967,1
0,768,404,7000,-6916,34,87,855,102,516,90015,1
0,736,318,5000,-7698,31,866,895,104,358,75041,1
0,770,268,2000,-10559,77,831,934,108,371,86997,1
0,865,72,1000,-14505,109,910,928,121,607,151855,1
0,828,299,9000,-5761,60,797,908,115,398,85986,1
0,617,560,2000,-7980,34,234,0,107,645,94968,1
0,594,889,9000,-5511,47,57,0,166,447,151026,0
0,735,529,11000,-7982,50,535,0,190,537,93028,1
1,542,508,2000,-9573,101,582,0,106,238,76697,0
0,431,317,4000,-11571,57,882,0,93,391,92878,0
1,602,556,0,-5967,33,589,0,185,186,99977,0
0,720,736,5000,-4646,157,348,0,216,463,144058,1
1,538,579,6000,-6986,114,537,0,165,616,166053,1
0,679,581,2000,-9297,104,523,0,92,443,82054,1
0,618,687,2000,-5603,44,268,0,126,398,94037,0
0,611,622,0,-5132,27,32,0,248,703,94998,0
0,667,709,8000,-5009,42,421,0,92,496,143035,0
0,449,146,5000,-18059,32,949,806,86,206,109192,1
0,553,45,10000,-22265,35,971,844,119,202,102737,1
0,261,35,3000,-21496,31,866,120,94,131,93720,1
0,542,81,0,-19201,38,930,235,108,288,78272,1
0,530,123,0,-22841,29,978,914,111,334,100696,1
0,445,170,3000,-18671,44,976,826,102,94,122232,1
0,740,672,4000,-8164,122,430,0,133,668,85002,0
1,477,635,8000,-7716,262,444,0,158,561,77217,1
0,573,774,7000,-5136,36,302,0,334,588,134914,0
0,633,372,4000,-10969,87,233,0,70,250,88047,1
0,673,894,11000,-4472,176,15,0,114,660,95934,0
0,812,665,10000,-8992,202,191,0,99,660,108986,0
0,579,755,0,-4828,60,18,0,81,76,80496,0
0,693,870,6000,-5590,42,185,0,303,962,144016,0
0,821,329,7000,-13813,66,303,790,77,540,129933,0
0,707,402,5000,-17282,91,929,908,125,682,148002,1
0,741,467,11000,-12826,64,225,930,89,280,146031,0
0,625,102,0,-20361,48,896,929,159,226,185938,1
0,741,545,2000,-16789,60,253,882,113,185,122005,1
0,705,435,6000,-10029,51,9,532,128,606,161971,1
0,597,463,0,-11509,27,5,624,136,242,140029,1
0,425,167,0,-18402,343,56,740,110,312,218027,1
0,461,503,8000,-8737,71,159,888,183,372,134052,1
0,740,321,10000,-12706,47,57,823,112,864,130047,0
0,740,355,5000,-16376,68,182,772,96,727,149975,0
0,688,528,10000,-17742,67,268,857,92,85,85005,0
0,660,321,1000,-12534,35,6,842,96,130,147857,1
0,338,525,0,-8111,58,102,1,174,303,180089,1
0,519,134,10000,-16085,35,955,887,126,154,78515,1
0,504,76,3000,-20882,37,940,888,129,153,114638,1
0,467,85,10000,-20270,34,903,647,143,115,80633,1
0,413,266,3000,-16193,28,963,918,104,214,61237,1
0,558,658,5000,-8248,237,619,0,109,354,156243,0
1,767,723,2000,-6636,219,498,0,73,906,92029,1
0,652,845,7000,-4963,47,414,0,236,800,150064,0
0,626,930,9000,-4861,145,1,0,49,570,93958,1
0,543,713,0,-4131,103,210,0,89,735,173843,1
0,552,619,3000,-5534,45,190,0,96,692,165951,0
0,733,709,9000,-5811,319,361,0,95,697,108832,1
0,538,557,11000,-8678,91,262,914,102,506,131030,0
0,501,765,6000,-7063,28,2,490,184,460,91771,1
0,551,529,5000,-10469,51,296,9,178,521,75515,1
0,733,623,9000,-6567,25,136,805,119,219,100014,1
0,701,456,1000,-8341,29,42,838,68,104,128032,1
0,878,307,1000,-9750,229,90,588,93,389,147031,1
0,672,512,0,-7385,38,0,926,145,229,136022,1
0,784,457,3000,-7613,59,52,912,111,491,150069,1
0,660,495,11000,-7718,46,22,934,99,148,79971,1
0,593,779,4000,-6752,130,62,0,208,769,146050,1
0,606,577,5000,-7793,42,15,1,88,398,76998,1
0,657,752,9000,-7239,97,149,0,121,614,88962,0
0,610,644,6000,-8020,93,5,0,427,398,122007,0
0,406,620,5000,-8885,179,43,0,151,459,186045,0
0,510,808,5000,-5968,33,101,0,438,670,150002,0
0,539,928,11000,-6070,66,1,0,450,721,163082,0
0,258,502,4000,-8143,34,156,0,251,415,92983,0
0,647,445,0,-11562,56,845,0,112,297,139901,1
1,699,601,2000,-6472,90,312,0,111,420,139937,0
0,746,542,6000,-8603,41,717,0,110,558,101906,0
1,646,728,10000,-7326,324,459,0,233,276,91790,1
0,696,510,0,-6404,54,213,0,174,737,152004,0
0,527,337,1000,-13905,290,648,0,175,651,91637,1
0,661,544,4000,-7528,78,382,0,164,768,99783,0
0,612,417,0,-12524,131,837,0,74,181,58551,1
0,538,338,6000,-16808,155,928,786,628,567,139956,1
0,524,232,8000,-8833,34,864,930,128,230,74960,1
0,767,280,11000,-13602,80,436,325,367,294,129937,1
0,685,435,2000,-10037,37,698,932,128,233,150082,0
0,737,131,2000,-11466,102,839,849,117,513,79980,0
1,740,613,8000,-4880,145,258,3,123,473,75023,1
0,621,616,4000,-6881,126,473,0,554,797,174010,0
0,659,499,4000,-5750,26,186,0,173,465,75052,1
1,584,667,1000,-8344,157,501,0,202,771,81495,1
0,217,905,2000,-4103,75,0,0,222,236,96950,0
1,614,591,5000,-6919,65,527,0,111,481,120040,0
0,476,80,5000,-21660,35,971,828,97,182,113985,1
0,507,111,0,-20858,32,982,944,172,187,102553,1
0,475,146,10000,-18857,32,914,963,143,140,100170,1
0,462,117,8000,-15975,35,958,756,118,130,112584,1
0,406,100,7000,-20820,47,982,922,111,314,163277,1
0,464,119,9000,-18179,36,887,884,96,108,99867,1
0,499,76,7000,-23336,33,965,830,113,51,49998,1
0,442,75,11000,-17055,45,654,133,367,46,95149,1
1,332,225,0,-8697,34,767,3,128,297,81055,1
0,351,296,4000,-10109,33,934,0,95,120,115284,0
0,743,571,7000,-10125,100,147,919,120,562,172015,0
0,695,324,8000,-12577,39,703,905,394,312,77979,0
0,709,729,7000,-9735,63,636,899,132,619,95001,0
0,776,547,5000,-7657,83,639,839,105,726,91010,1
0,728,607,0,-11291,40,784,928,155,728,100052,0
0,831,423,10000,-5961,61,210,933,70,853,82018,1
0,770,589,4000,-8727,89,715,881,110,803,170092,0
0,745,407,10000,-11328,230,447,644,180,482,86989,0
0,907,387,6000,-6255,76,84,879,109,337,89975,0
1,433,555,8000,-6265,275,156,0,187,542,84359,0
1,415,563,10000,-7476,38,12,0,164,412,142469,1
1,489,750,3000,-5272,140,133,1,153,552,179736,1
0,179,912,4000,-3881,79,1,0,582,289,182990,1
0,393,66,7000,-20755,40,963,105,107,38,136938,1
0,614,318,7000,-12695,47,896,2,79,112,119959,1
1,334,599,0,-5742,36,46,0,205,127,161740,0
0,738,674,4000,-3837,179,727,2,81,556,179979,1
0,516,149,5000,-17080,39,934,941,99,172,121338,0
0,883,274,0,-9548,94,174,596,158,679,120128,1
0,751,547,2000,-7572,62,630,743,120,454,149796,1
0,399,382,1000,-12965,51,777,877,112,158,170028,1
1,600,452,7000,-8619,75,722,0,110,85,120360,0
0,481,748,6000,-6007,356,132,0,126,549,128776,0
0,667,848,4000,-5195,85,34,0,183,840,122035,0
0,535,798,0,-7718,33,56,0,235,303,170050,0
0,676,470,10000,-7831,58,599,0,209,543,129916,0
0,768,562,5000,-7790,215,472,0,102,737,92013,1
0,851,659,8000,-6630,60,236,0,582,939,115024,0
0,515,354,6000,-11774,61,583,0,275,389,139946,1
1,487,569,6000,-7696,58,585,0,208,306,128930,0
0,659,563,8000,-8180,201,454,0,609,216,87046,0
1,677,357,2000,-10048,36,845,3,101,325,82031,1
0,578,370,6000,-13379,50,8,9,131,63,96243,1
1,645,571,5000,-9021,200,94,0,185,184,95223,0
0,515,323,6000,-11050,42,318,0,106,188,147972,0
0,738,533,7000,-7617,49,183,0,115,262,132008,0
0,747,494,3000,-7957,141,393,0,98,624,76006,1
0,327,684,10000,-5576,177,506,0,427,425,86890,1
1,604,468,9000,-8476,28,110,0,391,530,142079,1
0,462,187,4000,-19991,30,954,847,98,252,140096,0
1,474,894,11000,-3709,60,0,1,347,504,169994,1
0,535,904,5000,-4892,45,0,0,100,665,87511,1
0,551,667,1000,-4884,95,28,0,85,699,200064,1
0,805,652,6000,-7399,58,46,0,103,436,127863,1
0,920,592,10000,-6139,338,265,5,87,446,128000,1
0,698,636,8000,-5844,34,167,0,125,313,107282,1
1,628,691,7000,-6273,338,237,0,89,432,82285,1
1,595,680,0,-5665,55,161,0,198,235,95890,0
0,865,457,10000,-7542,71,115,0,600,733,106872,0
0,442,762,0,-4219,97,319,0,90,298,148650,0
0,366,606,5000,-9188,83,74,0,106,294,100694,1
1,695,343,5000,-10798,43,74,0,107,229,85840,1
0,705,661,8000,-7284,51,203,0,125,469,132969,1
1,367,596,11000,-8039,118,281,0,125,325,175658,1
0,679,670,0,-8386,58,103,908,123,775,177970,0
0,699,686,5000,-11242,41,455,941,150,656,117047,1
0,757,718,4000,-6724,183,47,0,103,532,101041,0
1,404,647,3000,-10452,40,43,198,100,351,180128,1
0,682,644,7000,-4840,25,536,0,143,609,108019,1
0,811,642,1000,-5284,39,129,55,80,656,117995,0
1,663,786,9000,-5325,35,212,0,95,319,145977,0
1,530,369,4000,-10066,66,608,0,121,412,129452,1
0,859,540,5000,-6775,82,32,0,97,554,145020,0
0,702,447,4000,-10107,44,129,0,121,231,124979,1
1,682,510,6000,-9987,44,143,0,79,191,120097,0
0,888,449,4000,-11271,196,261,38,117,278,113959,1
0,648,748,9000,-8639,103,45,0,440,122,115042,1
0,633,582,7000,-7728,60,166,0,68,512,150007,1
0,673,580,9000,-7543,50,385,0,101,594,140032,0
0,499,689,7000,-6915,234,116,0,244,488,111442,1
0,467,662,2000,-7103,274,261,0,78,527,154005,1
1,706,547,2000,-6827,161,88,0,135,248,92984,1
0,694,584,9000,-6415,297,59,0,98,625,139981,1
0,331,45,9000,-24527,33,908,931,89,38,95954,1
0,303,187,2000,-16757,35,989,489,101,213,132731,1
0,252,314,5000,-18197,40,942,676,89,200,75056,1
0,292,113,2000,-21698,40,981,887,87,30,68081,0
0,476,711,2000,-5769,33,7,0,84,756,185996,1
0,532,11,0,-19987,82,988,53,55,71,57178,1
0,365,273,4000,-16526,38,940,431,109,238,132285,1
0,319,236,5000,-9644,31,898,0,272,254,162351,0
0,565,642,0,-7210,50,616,359,138,539,122991,1
1,812,496,9000,-5969,297,271,0,95,550,109979,1
1,825,678,4000,-5401,46,519,0,115,430,134120,1
0,846,651,9000,-8182,152,19,782,77,650,94009,0
0,855,475,9000,-7461,96,60,143,111,510,87920,0
0,680,882,10000,-7639,39,65,849,177,403,92999,1
0,738,518,5000,-9745,153,749,715,146,505,82003,1
0,808,758,11000,-9815,44,699,867,117,731,113995,1
0,776,492,3000,-11597,142,301,786,73,827,84975,0
0,639,804,8000,-7385,65,351,826,102,970,87875,1
0,850,479,9000,-11357,246,262,905,306,699,82005,0
0,818,776,4000,-5706,91,119,941,51,543,92993,0
0,864,388,1000,-10845,234,79,740,97,433,93055,0
0,816,511,9000,-4513,241,799,509,111,539,83118,1
0,732,589,5000,-9780,261,174,800,78,967,87940,1
0,901,472,9000,-9883,69,94,859,141,941,140113,0
0,793,441,0,-8683,64,202,907,167,496,87981,1
0,744,290,9000,-11679,35,874,893,88,678,79957,1
0,662,373,10000,-7460,78,23,901,107,864,177996,0
0,593,318,7000,-19609,37,868,922,119,114,79302,0
0,867,406,5000,-13693,703,96,2,92,705,152111,0
1,744,641,0,-8520,193,321,0,88,661,123173,1
0,520,731,6000,-5338,55,342,1,311,662,173930,1
0,445,543,0,-8196,27,0,13,202,102,99963,0
0,398,717,0,-5253,39,70,0,85,487,117296,0
0,687,288,2000,-10415,45,863,0,98,308,110927,1
0,442,598,0,-8984,226,333,2,103,350,165212,1
0,674,729,4000,-6170,86,192,0,393,627,134970,1
0,774,113,2000,-10678,48,111,598,155,334,92977,1
0,517,355,5000,-14621,38,79,774,443,611,61970,0
0,430,238,9000,-12133,30,797,0,114,286,86714,1
0,503,594,7000,-7095,26,2,10,109,168,108900,1
0,473,346,5000,-8429,37,715,0,74,154,99872,1
0,387,904,8000,-4935,73,370,425,75,839,103798,0
0,599,394,3000,-6128,29,744,0,118,237,129955,1
1,631,674,8000,-5793,290,111,0,96,440,167785,1
0,489,367,0,-10254,87,369,0,198,524,131302,1
0,721,765,7000,-6420,50,109,0,340,669,117946,1
1,644,755,8000,-6768,42,29,0,80,580,94529,1
0,584,640,5000,-7434,51,664,0,371,536,79976,1
0,363,135,7000,-11166,29,976,0,107,195,98450,1
0,551,503,1000,-9891,54,810,48,129,283,75906,1
0,809,453,5000,-8955,124,201,0,102,923,92472,0
0,548,941,2000,-3537,46,0,0,268,700,100059,1
0,494,422,4000,-8048,46,834,0,115,389,123628,0
1,655,939,4000,-4787,136,10,0,333,573,99964,1
1,655,939,4000,-4787,136,10,0,333,573,99964,0
1,258,507,8000,-9501,37,191,0,98,227,141657,1
1,628,858,0,-5629,282,57,0,276,160,95515,1
1,617,823,9000,-5210,328,63,0,95,663,97670,1
1,517,616,0,-6848,231,409,0,101,235,88932,1
1,592,808,6000,-5643,59,22,0,293,227,156125,1
1,530,834,2000,-6547,156,0,0,363,235,151349,1
1,715,794,10000,-5426,163,132,0,361,606,119994,0
1,470,699,2000,-7614,339,643,0,59,400,89233,1
1,698,758,11000,-7228,161,42,0,157,346,105014,1
1,572,943,4000,-4188,312,144,0,77,731,148050,0
1,237,159,1000,-18190,40,423,481,92,209,126872,1
1,438,793,5000,-6883,346,109,0,241,462,175876,1
1,558,535,5000,-10370,163,643,0,101,464,169859,1
1,777,788,7000,-8025,203,545,0,99,546,128217,1
1,384,767,9000,-7040,93,539,0,135,220,100744,0
1,740,743,6000,-4166,137,47,0,92,773,135071,1
0,757,598,11000,-7777,58,90,551,150,180,124951,0
0,617,916,9000,-3538,31,123,0,183,552,135091,0
0,667,893,10000,-4356,84,130,0,210,672,160021,0
0,546,652,0,-3852,33,451,0,123,378,139875,1
0,701,744,4000,-3421,41,169,0,115,651,89986,1
0,625,328,4000,-8132,30,836,0,92,391,130116,1
0,374,145,0,-25426,53,775,1,723,350,139096,1
1,378,903,8000,-5232,514,148,0,188,206,179265,1
1,480,640,6000,-6153,323,158,0,109,475,87327,1
1,635,866,1000,-4315,40,4,0,391,254,140013,1
1,440,675,8000,-5879,186,593,0,471,355,75516,1
1,634,661,1000,-7008,95,32,3,388,392,140017,0
1,489,867,6000,-4668,466,20,0,353,550,75100,0
1,628,822,5000,-5439,234,467,0,486,410,78029,0
1,557,678,1000,-5772,279,149,0,611,366,148103,1
1,591,581,6000,-5760,165,145,0,112,226,78104,1
1,665,720,10000,-5698,422,847,0,166,444,87894,1
0,594,779,5000,-6125,78,90,0,79,742,77033,0
0,354,709,6000,-5994,205,94,0,391,339,90007,0
0,275,706,7000,-6828,154,57,0,114,121,76442,0
0,657,634,4000,-6433,64,112,0,110,498,113429,0
0,467,672,10000,-7371,377,5,243,607,64,163100,1
0,0,478,11000,-16569,0,927,0,335,0,0,0
1,826,579,8000,-8241,80,8,0,129,431,121075,0
1,360,391,6000,-10600,52,296,0,129,162,84281,0
1,417,689,2000,-8302,178,575,0,496,505,79568,1
1,508,557,8000,-8967,47,2,13,588,199,77572,0
1,458,909,1000,-6553,487,56,0,110,449,118227,0
1,638,522,8000,-9814,93,352,66,165,584,142952,0
0,436,244,0,-19096,33,870,0,102,359,145420,1
0,606,499,9000,-12864,166,703,0,178,901,79851,0
0,776,478,4000,-10826,53,760,0,282,829,119807,0
0,480,663,7000,-6146,26,113,0,99,234,74023,1
0,405,556,9000,-10534,132,889,0,368,535,78048,1
0,702,602,9000,-7559,53,420,0,92,389,135958,0
1,579,732,9000,-7067,37,77,0,280,603,154932,1
0,632,476,8000,-9644,81,349,0,164,414,77004,1
0,612,807,10000,-2810,33,49,17,101,398,124053,1
0,835,225,7000,-14790,44,844,0,49,371,118955,1
0,399,209,2000,-13072,72,862,0,96,226,145964,0
0,655,474,2000,-7372,36,451,0,124,336,136914,0
0,674,667,8000,-6354,42,360,0,454,771,140010,1
0,674,618,11000,-6908,60,368,0,249,700,89009,0
0,692,552,0,-8845,72,65,0,190,747,133051,1
0,663,707,6000,-9082,85,77,0,310,646,114990,0
0,619,791,0,-6631,51,13,0,343,506,132977,0
0,712,530,3000,-9092,58,230,0,107,632,93007,1
0,576,540,5000,-10817,45,31,0,206,584,111097,1
0,625,516,1000,-12468,142,165,0,105,585,192024,1
0,608,927,11000,-7608,115,3,7,261,716,140012,0
0,609,639,5000,-9161,113,61,0,137,123,132926,1
0,502,447,4000,-7831,28,813,0,109,490,110406,1
1,614,574,11000,-7961,466,25,0,380,755,125173,1
0,764,778,6000,-7621,378,603,1,131,752,117567,0
0,812,741,0,-6427,231,111,0,86,739,115989,1
0,444,800,7000,-6835,71,155,0,152,746,140859,0
0,630,824,0,-5107,269,546,0,107,380,130526,0
0,730,769,2000,-4980,84,45,0,126,665,114943,1
0,719,545,0,-5569,183,308,0,110,730,99656,1
0,428,557,4000,-6499,298,63,0,156,297,82331,0
0,706,683,4000,-5402,105,443,0,313,676,90039,1
0,599,398,4000,-11721,69,785,0,115,455,88035,0
0,449,489,0,-13080,290,860,0,424,715,174267,1
0,770,628,6000,-6909,361,47,0,131,870,89639,0
0,586,597,5000,-6422,355,105,0,51,961,106556,1
0,615,604,11000,-12811,435,76,0,873,570,119811,0
0,693,511,10000,-7990,156,119,0,111,477,79986,1
0,781,613,4000,-5582,52,39,7,97,613,80530,1
0,678,418,0,-11393,98,895,31,137,587,159867,1
1,719,369,1000,-9120,193,472,57,102,364,150076,0
0,827,549,0,-8188,34,556,689,124,381,127992,1
0,678,685,10000,-9439,47,384,736,99,637,173104,1
0,668,547,1000,-8023,35,398,76,93,192,83500,0
0,717,442,6000,-8045,41,691,0,81,245,115010,0
0,574,604,1000,-9933,86,268,0,139,181,179636,0
0,331,419,10000,-9351,40,435,740,108,138,120981,0
0,785,818,7000,-8711,99,624,149,149,50,117980,1
1,440,242,0,-12307,31,719,834,110,44,124968,0
1,809,483,5000,-6886,48,800,0,221,715,96974,0
1,660,596,0,-8207,35,163,860,109,75,77026,0
1,716,515,11000,-9651,30,618,257,136,383,99284,1
1,388,520,2000,-8354,59,257,185,113,196,84851,1
1,372,485,5000,-8841,76,667,3,140,433,170417,0
1,590,498,9000,-6845,82,162,0,94,504,80022,1
1,696,635,1000,-5854,70,85,0,107,397,147901,0
0,695,661,6000,-7162,218,200,0,75,688,169990,0
0,722,801,6000,-4521,30,21,0,195,838,104013,1
0,682,789,9000,-5976,71,4,0,85,605,123984,1
1,548,866,11000,-4942,70,110,0,510,683,91951,1
0,643,599,8000,-7941,30,580,0,108,621,119945,0
0,819,764,10000,-3311,100,31,0,57,885,114033,0
0,648,873,0,-4267,59,6,0,41,600,130008,0
0,648,745,5000,-6170,52,97,0,241,749,135097,0
0,655,488,0,-7425,85,355,0,104,452,77015,0
0,611,647,9000,-8117,201,544,0,65,321,86961,1
1,491,479,9000,-8939,52,503,0,40,155,79103,1
0,452,297,4000,-14231,42,892,0,194,92,131240,1
0,505,535,2000,-6683,36,209,0,291,286,151842,1
0,724,368,5000,-12383,58,410,0,77,233,103938,1
0,513,206,7000,-15234,50,636,0,98,211,74070,1
0,627,311,7000,-14037,58,781,1,137,301,169963,1
0,426,172,1000,-22029,42,909,23,124,111,99893,1
0,599,128,10000,-17261,109,974,121,115,367,159679,0
1,849,480,9000,-5835,226,612,269,295,677,142021,0
0,895,389,7000,-11036,110,222,34,105,549,110023,0
0,444,309,8000,-10956,62,795,132,352,87,104745,0
0,654,303,5000,-13943,126,755,159,95,168,160095,0
1,671,336,10000,-8494,241,705,7,57,518,75051,0
0,403,159,1000,-16728,104,961,12,340,38,72380,0
0,468,130,1000,-18031,57,454,927,81,36,115039,1
1,777,522,8000,-12496,53,527,838,96,182,115008,0
0,275,155,7000,-17285,67,928,176,88,58,65135,1
0,632,284,9000,-14025,80,932,0,233,208,129642,0
1,765,373,8000,-9921,71,341,525,112,554,85016,0
0,889,340,11000,-7773,69,218,130,55,716,94009,0
0,563,112,8000,-15121,199,908,0,111,305,168076,1
0,331,58,6000,-15045,35,944,0,126,386,175331,1
0,315,151,4000,-14225,33,982,77,90,96,140680,0
1,751,876,1000,-4134,334,101,0,129,681,99069,0
0,779,407,7000,-9293,51,818,930,120,600,143082,0
0,731,781,11000,-7496,141,75,0,86,219,109977,1
0,765,803,9000,-5789,299,137,0,95,485,120029,0
0,314,858,5000,-5007,68,203,0,588,478,159998,1
1,663,847,9000,-5138,129,80,0,88,685,77060,1
0,721,752,5000,-4091,214,137,0,54,450,100924,0
0,626,532,9000,-6909,62,181,0,143,392,80036,1
0,731,528,5000,-8298,409,837,0,238,726,83046,1
0,689,600,5000,-8611,105,370,156,89,601,91030,1
0,791,651,0,-7024,115,17,1,98,350,91995,1
0,770,588,0,-7007,46,38,0,60,532,104951,1
0,751,839,9000,-7179,281,332,0,91,166,105212,1
0,536,834,0,-6582,102,387,0,702,635,159719,1
0,724,678,2000,-6104,85,507,0,103,418,118045,1
0,365,10,1000,-25268,51,995,924,58,36,135048,1
0,744,619,0,-9805,39,598,3,231,641,112997,0
0,509,16,9000,-24639,115,979,0,387,229,207970,0
0,930,611,0,-4406,41,593,1,59,695,112127,1
0,817,551,7000,-9330,133,865,0,101,142,109966,0
0,739,491,6000,-11515,27,791,36,100,707,111008,0
1,618,788,10000,-7030,38,38,2,154,861,156019,1
0,553,686,5000,-6271,168,211,0,77,683,79371,0
1,595,468,11000,-8306,113,293,0,113,773,78729,1
0,791,485,3000,-10266,280,261,0,221,277,130121,1
1,770,663,10000,-5948,93,60,0,148,660,129991,1
1,733,506,1000,-6679,107,262,0,100,441,89998,0
0,730,777,3000,-5194,49,105,0,69,575,130000,1
0,276,572,1000,-7818,37,641,0,200,285,77986,0
0,742,546,1000,-7694,31,172,380,115,868,104996,1
0,839,473,10000,-7835,60,641,0,93,64,98732,0
0,750,585,9000,-7576,28,49,5,155,584,102331,0
0,789,490,2000,-6588,39,784,0,112,869,140034,1
0,759,436,0,-11233,41,330,11,102,782,94030,1
0,649,428,8000,-4584,31,766,2,81,514,77057,0
0,542,268,0,-13540,25,682,6,140,255,139973,1
0,161,368,8000,-12400,36,120,811,115,38,175778,1
0,502,239,7000,-13859,58,949,28,113,476,117507,0
0,720,475,1000,-8897,260,124,0,305,538,91300,1
0,658,729,11000,-5087,91,18,17,88,910,194000,1
1,335,748,11000,-6598,210,198,0,173,298,86316,1
0,707,641,4000,-6966,229,356,0,96,674,130913,0
0,849,748,7000,-7899,31,251,0,222,945,115984,1
0,424,429,0,-12087,302,572,0,100,230,98818,0
0,487,318,7000,-16804,411,893,5,79,148,92874,1
0,593,275,6000,-15250,63,816,11,108,363,114820,1
0,713,345,0,-8550,37,364,2,393,347,107637,1
0,649,437,4000,-10917,324,854,238,354,519,144227,1
0,858,411,10000,-9848,57,62,263,161,399,121994,1
0,645,486,2000,-7098,29,264,2,133,320,108939,1
0,414,473,11000,-8911,116,663,52,128,409,100000,0
0,714,567,6000,-10738,32,49,0,58,954,127972,0
0,581,567,11000,-9645,45,83,31,94,246,100994,0
0,540,846,11000,-5450,34,3,1,248,697,152041,0
1,416,412,9000,-11262,36,511,0,241,409,116840,1
0,748,297,1000,-10613,132,485,270,138,114,123983,1
0,555,474,6000,-11706,66,224,4,162,262,134890,1
0,493,521,5000,-12464,375,219,710,87,273,68699,1
0,773,256,7000,-8545,48,491,6,144,357,118893,1
0,607,851,4000,-7754,36,623,351,107,479,168049,0
1,457,551,5000,-9360,167,427,0,113,428,89870,0
0,641,842,9000,-7270,29,134,911,419,499,129978,1
0,747,413,5000,-15392,409,635,0,123,221,105053,0
0,600,800,0,-5927,49,3,0,303,419,135987,0
0,692,218,4000,-15933,43,918,1,82,567,131104,1
0,733,262,0,-13766,28,224,0,105,444,135497,1
0,436,196,9000,-14566,28,904,2,107,281,83768,1
0,433,329,3000,-13288,34,932,47,100,264,102971,1
0,699,583,6000,-9731,35,50,0,91,484,109001,1
0,843,280,2000,-15331,95,451,284,98,779,95147,1
0,324,116,7000,-20332,33,947,0,147,399,144524,0
0,748,864,1000,-7535,70,134,0,252,793,98035,1
0,581,844,5000,-6640,59,85,0,224,546,93963,1
0,619,712,4000,-6893,32,103,0,240,350,95025,0
1,897,513,10000,-6973,309,571,0,101,692,139935,1
0,613,822,9000,-4086,26,9,506,429,567,105997,1
0,513,724,10000,-5945,32,65,20,415,707,78995,1
0,474,439,1000,-10107,54,447,0,113,222,114856,1
0,511,512,4000,-9091,33,545,930,116,159,120159,1
1,684,610,0,-8185,147,459,0,208,744,85059,1
0,747,67,7000,-14215,44,895,258,110,298,65003,1
0,352,632,2000,-6261,47,244,0,153,540,96929,1
0,496,476,2000,-8122,72,509,0,127,489,95894,1
0,380,167,6000,-15294,37,950,0,84,195,93112,0
0,580,434,8000,-10708,47,7,0,105,536,139082,1
0,322,478,4000,-7575,28,1,758,71,230,136799,1
1,536,224,6000,-19681,49,863,39,111,625,147881,0
0,666,180,5000,-17015,48,917,7,122,265,130020,0
0,695,415,0,-13489,60,670,11,378,779,145982,0
0,813,601,11000,-7552,116,189,0,426,855,118981,1
1,418,392,9000,-13771,38,663,335,204,295,168902,0
0,823,461,9000,-12750,36,647,327,140,798,114026,1
0,743,490,1000,-10845,37,307,39,108,394,120028,0
0,860,422,1000,-9785,29,541,4,139,523,99958,1
0,578,172,1000,-13683,350,883,0,401,424,138710,1
0,782,494,0,-1458,33,454,0,134,402,65832,1
0,532,137,9000,-18208,71,982,962,112,301,118734,1
0,479,43,0,-22849,63,944,0,126,133,79141,0
1,743,443,4000,-6968,38,22,0,99,370,119984,1
0,707,735,1000,-5237,36,8,0,43,762,129965,0
0,634,514,10000,-10115,83,189,0,123,639,99979,0
0,524,274,6000,-13931,295,502,257,92,342,167998,1
0,837,360,2000,-8864,51,773,174,132,457,89529,1
0,519,414,4000,-9059,122,654,1,118,108,96789,1
0,832,657,11000,-6493,161,709,25,258,418,133872,1
1,905,441,0,-8884,54,510,12,112,552,115030,1
0,561,634,3000,-6823,54,2,12,127,523,135034,1
